1,"Харків","б-р Жасміновий, 12 №1","Харків б-р Жасміновий, 12 №1",49.94836,36.319652
2,"Харків","б-р Жасміновий, 12 №2","Харків б-р Жасміновий, 12 №2",49.9478583,36.320837
3,"Харків","б-р Жасміновий, 12 №3","Харків б-р Жасміновий, 12 №3",49.94836,36.319652
4,"Харків","вул. Танкопія, 26","Харків вул. Танкопія, 26",49.951931,36.3213096
5,"Харків","б-р Жасміновий, 10","Харків б-р Жасміновий, 10",49.9486319,36.3188916
6,"Харків","б-р Жасміновий, 1","Харків б-р Жасміновий, 1",49.9496948,36.3147451
7,"Харків","б-р Жасміновий, 11 №1","Харків б-р Жасміновий, 11 №1",49.9502938,36.3237924
8,"Харків","б-р Жасміновий, 11 №2","Харків б-р Жасміновий, 11 №2",49.9510924,36.3226063
9,"Харків","б-р Жасміновий, 11 №3","Харків б-р Жасміновий, 11 №3",49.9502938,36.3237924
10,"Харків","б-р Жасміновий, 13","Харків б-р Жасміновий, 13",49.9507129,36.3259471
11,"Харків","б-р Жасміновий, 13/1","Харків б-р Жасміновий, 13/1",49.9510124,36.3253749
12,"Харків","б-р Жасміновий, 3 №1","Харків б-р Жасміновий, 3 №1",49.9510126,36.3162019
13,"Харків","б-р Жасміновий, 3 №2","Харків б-р Жасміновий, 3 №2",49.9508529,36.3176622
14,"Харків","б-р Жасміновий, 3 №3","Харків б-р Жасміновий, 3 №3",49.950012,36.3163864
15,"Харків","б-р Жасміновий, 5","Харків б-р Жасміновий, 5",49.9499146,36.3189797
16,"Харків","б-р Жасміновий, 7 №1","Харків б-р Жасміновий, 7 №1",49.950191,36.3204
17,"Харків","б-р Жасміновий, 7 №2","Харків б-р Жасміновий, 7 №2",49.950191,36.3204
18,"Харків","б-р Жасміновий, 7 №3","Харків б-р Жасміновий, 7 №3",49.950191,36.3204
19,"Харків","б-р Жасміновий, 9","Харків б-р Жасміновий, 9",49.9500742,36.3226154
20,"Харків","вул. Танкопія, 16 №1","Харків вул. Танкопія, 16 №1",49.9531688,36.3173811
21,"Харків","вул. Танкопія, 16 №2","Харків вул. Танкопія, 16 №2",49.9550837,36.3375709
22,"Харків","вул. Танкопія, 18","Харків вул. Танкопія, 18",49.9527645,36.3179244
23,"Харків","вул. Танкопія, 18А","Харків вул. Танкопія, 18А",49.9533286,36.3189786
24,"Харків","вул. Танкопія, 20 №1","Харків вул. Танкопія, 20 №1",49.952907,36.319343
25,"Харків","вул. Танкопія, 20 №2","Харків вул. Танкопія, 20 №2",49.952907,36.319343
26,"Харків","вул. Танкопія, 22Б","Харків вул. Танкопія, 22Б",49.9529891,36.3206805
27,"Харків","б-р Жасміновий, 2","Харків б-р Жасміновий, 2",49.9484122,36.314657
28,"Харків","б-р Жасміновий, 4 №1","Харків б-р Жасміновий, 4 №1",49.9482974,36.3155473
29,"Харків","б-р Жасміновий, 4 №2","Харків б-р Жасміновий, 4 №2",49.9482974,36.3155473
30,"Харків","б-р Жасміновий, 6 №1","Харків б-р Жасміновий, 6 №1",49.9487965,36.316462
31,"Харків","б-р Жасміновий,6 №2","Харків б-р Жасміновий,6 №2",49.9487965,36.316462
32,"Харків","вул. Киргизька ,12","Харків вул. Киргизька ,12",49.9458673,36.2783504
33,"Харків","пр. Героїв Сталінграда, 23 №1","Харків пр. Героїв Сталінграда, 23 №1",49.944774,36.274154
34,"Харків","пр. Героїв Сталінграда, 23 №2","Харків пр. Героїв Сталінграда, 23 №2",49.944774,36.274154
35,"Харків","пр. Героїв Сталінграда, 23 №3","Харків пр. Героїв Сталінграда, 23 №3",49.944774,36.274154
36,"Харків","пр. Героїв Сталінграда, 23 №4","Харків пр. Героїв Сталінграда, 23 №4",49.944774,36.274154
37,"Харків","пр. Героїв Сталінграда, 23 №5","Харків пр. Героїв Сталінграда, 23 №5",49.944774,36.274154
38,"Харків","пр.Героїв Сталінграда, 25 №1","Харків пр.Героїв Сталінграда, 25 №1",49.9449875,36.2754272
39,"Харків","пр. Героїв Сталінграда, 25 №2","Харків пр. Героїв Сталінграда, 25 №2",49.9446334,36.2759602
40,"Харків","пр. Героїв Сталінграда, 25 №3","Харків пр. Героїв Сталінграда, 25 №3",49.9446334,36.2759602
41,"Харків","пр. Героїв Сталінграда, 25 №4","Харків пр. Героїв Сталінграда, 25 №4",49.9446334,36.2759602
42,"Харків","пр. Героїв Сталінграда, 25 К1 №1","Харків пр. Героїв Сталінграда, 25 К1 №1",49.9446334,36.2759602
43,"Харків","пр. Героїв Сталінграда, 25 К1 №2","Харків пр. Героїв Сталінграда, 25 К1 №2",49.9446334,36.2759602
44,"Харків","пр. Героїв Сталінграда, 25 К1 №3","Харків пр. Героїв Сталінграда, 25 К1 №3",49.9463784,36.2639249
45,"Харків","пр. Героїв Сталінграда, 25 К1 №4","Харків пр. Героїв Сталінграда, 25 К1 №4",49.9464889,36.2650227
46,"Харків","пр. Героїв Сталінграда, 39 №1","Харків пр. Героїв Сталінграда, 39 №1",49.9451731,36.2772734
47,"Харків","пр. Героїв Сталінграда, 39 №2","Харків пр. Героїв Сталінграда, 39 №2",49.9451731,36.2772734
48,"Харків","пр. Героїв Сталінграда, 41 №1","Харків пр. Героїв Сталінграда, 41 №1",49.944999,36.27811
49,"Харків","пр. Героїв Сталінграда, 41 №2","Харків пр. Героїв Сталінграда, 41 №2",49.944999,36.27811
50,"Харків","пр. Героїв Сталінграда, 41 №3","Харків пр. Героїв Сталінграда, 41 №3",49.944999,36.27811
51,"Харків","пр. Героїв Сталінграда, 41 №4","Харків пр. Героїв Сталінграда, 41 №4",49.944999,36.27811
52,"Харків","вул. Костичева, 17 №1","Харків вул. Костичева, 17 №1",49.94926,36.274482
53,"Харків","вул. Костичева, 17 №2","Харків вул. Костичева, 17 №2",49.94926,36.274482
54,"Харків","вул. Костичева, 17 №3","Харків вул. Костичева, 17 №3",49.94926,36.274482
55,"Харків","вул. Костичева, 19 №1","Харків вул. Костичева, 19 №1",49.949279,36.273639
56,"Харків","вул. Костичева, 19 №2","Харків вул. Костичева, 19 №2",49.949279,36.273639
57,"Харків","вул. Костичева, 19 №3","Харків вул. Костичева, 19 №3",49.949279,36.273639
58,"Харків","вул. Монюшка, 12А №1","Харків вул. Монюшка, 12А №1",49.9477909,36.2726463
59,"Харків","вул. Монюшка, 12А №2","Харків вул. Монюшка, 12А №2",49.9477909,36.2726463
60,"Харків","вул. Монюшка, 12А №3","Харків вул. Монюшка, 12А №3",49.9477909,36.2726463
61,"Харків","вул. Монюшка, 14 №1","Харків вул. Монюшка, 14 №1",49.9481852,36.2727673
62,"Харків","вул. Монюшка, 14 №2","Харків вул. Монюшка, 14 №2",49.9481852,36.2727673
63,"Харків","вул. Монюшка, 14 №3","Харків вул. Монюшка, 14 №3",49.9481852,36.2727673
64,"Харків","вул. Монюшка, 14 №4","Харків вул. Монюшка, 14 №4",49.9481852,36.2727673
